Target,ids,date,flag,user,text
0,1883550220,Fri May 22 08:43:47 PDT 2009,NO_QUERY,missestrange,woke up feelin a lil sneezy this morning  ughh no bueno! &amp; i got lots of stuff to do today!
0,1976801202,Sat May 30 19:06:42 PDT 2009,NO_QUERY,YarielaNolasco,Waiting for pizza couldn't go to six flags 
0,2244394207,Fri Jun 19 14:41:19 PDT 2009,NO_QUERY,julieannstorr,"Quickly zipping home to check on Sacha the tripper Jack Russell, take him for a quick walk then back for more #lohasforum! Last day! "
0,1994789498,Mon Jun 01 12:27:44 PDT 2009,NO_QUERY,Sweet_Tiffy,Had so much fun at the pool wit my girls missin Michaela and hopein he is ok..I hope he calls soon..Erica made me cry ima miss that kidd 
0,2060623973,Sat Jun 06 19:15:28 PDT 2009,NO_QUERY,medale87,Time for bed soon.  Work at 6am.. just like every Sunday. Boooo!! 
4,1825239666,Sun May 17 04:56:26 PDT 2009,NO_QUERY,bagdu,Gabbar says be prepared for more bombs and hostage situations 
0,2322047541,Wed Jun 24 21:58:07 PDT 2009,NO_QUERY,haleyxfax,@justinjohnjacob I miss you! I miss pool parties and &quot;grilled&quot; cheese sandwiches.  How's Arielle doing? Still in instensive care?
4,1825438294,Sun May 17 05:42:05 PDT 2009,NO_QUERY,EbonyFlair,"Welcome! Appearances Salon, checked out your site - we've added it to StylistUSA.com for NC.  "
0,2064963647,Sun Jun 07 07:35:06 PDT 2009,NO_QUERY,JadeNorth,listening to the capital fm summer ball..........not happy that i couldnt go  oh well i guess listening to it will have to do
0,1752160582,Sat May 09 21:11:38 PDT 2009,NO_QUERY,heidischang,Yeah its drizzling  its so cold
0,2321516940,Wed Jun 24 21:10:05 PDT 2009,NO_QUERY,BklynGee,call me a sucker if you want but i walked in my room and saw my sisters cap and gown and started crying. 
0,2236708684,Fri Jun 19 04:21:20 PDT 2009,NO_QUERY,shagalizard,I need to go do my Davina DVD. I don't want to thought  shouldn't have eaten that pizza!
4,1752533959,Sat May 09 22:11:33 PDT 2009,NO_QUERY,ktjbpa2006,@musicsinmysoul_ http://twitpic.com/4wi78 - hmm thats the BU tour list...but thats so cool!  and why does it say 2008?...
0,2246743158,Fri Jun 19 18:03:27 PDT 2009,NO_QUERY,MzNfinity,I'm not feeling good ... 
0,2322658950,Wed Jun 24 23:01:18 PDT 2009,NO_QUERY,charmful,Can someone give me a link (no torrents) to Mya - Moodring? I've seem to have lost it. 
4,1556013229,Sat Apr 18 21:22:04 PDT 2009,NO_QUERY,liedra,"@ninjamoeba goodo  I like ocremix too, has lots of awesome remixes "
0,1695845340,Mon May 04 07:04:23 PDT 2009,NO_QUERY,joetabao,classroom based assesments start today and go on for the next 3 weeks 
4,1548498923,Fri Apr 17 21:07:18 PDT 2009,NO_QUERY,aid09,@nick_carter http://twitpic.com/3i1z0 - im pretty sure your the cutest thing i have ever seen. 
0,2205039755,Wed Jun 17 03:48:01 PDT 2009,NO_QUERY,DIDI1079,@talesin yes ty sir i knew that...but i didnt get tweets all day on my phone? 
0,2322696689,Wed Jun 24 23:05:37 PDT 2009,NO_QUERY,sarahravenn,homeeee! tired again..  @amyzing  i need help with a costumeeee - got anything 90s??? i dunno what id do without you!
0,2216497522,Wed Jun 17 19:33:46 PDT 2009,NO_QUERY,bellasbunnies,"@wabbits we live in NC, do u? selling my bun Cinderella want her 2 have a lovin home like urs. My son is allergic 2 hay in her litter box "
0,2203697575,Wed Jun 17 00:19:29 PDT 2009,NO_QUERY,sideshowraf87, god bless us everyone
0,1956565812,Thu May 28 22:09:33 PDT 2009,NO_QUERY,CanuckMakem,Oh noes!!!  The flip software will not install 
0,2218887520,Wed Jun 17 23:20:55 PDT 2009,NO_QUERY,samelaanderson,@tarajean09 What kind? Google the main ingredients to see if they're harmful to dogs. Hopefully he/she's ok!! 
0,1559872997,Sun Apr 19 12:15:55 PDT 2009,NO_QUERY,DanielJUK,"From the BBC  -the novelist JG Ballard has died at the age of 78. Several of his books were turned into films including Crash, Empireofsun"
4,1750930969,Sat May 09 18:15:47 PDT 2009,NO_QUERY,jlee333,walked over 140 blocks today. then ate a delicious black &amp; white cookie. 
4,1554524967,Sat Apr 18 17:14:00 PDT 2009,NO_QUERY,missphotogenic5,"Is at work, chattin it up with my buddies. "
4,1956632286,Thu May 28 22:18:48 PDT 2009,NO_QUERY,ELECTROdoodle,"@ChrisTheEpic ha i just started following you so i didnt see your tweet, but yepp im going to Baylor. &amp; @sammyistheshizz: is fine  haha."
0,1881963783,Fri May 22 05:57:11 PDT 2009,NO_QUERY,abbyder,@Bleuu im not at the beach. i have to work tonight and tomorrow night 11-730a. and then again on memorial day. 
0,2212673081,Wed Jun 17 14:23:31 PDT 2009,NO_QUERY,Gemblogz,twitter hates me it wont let me have a display pic.  aww
4,1551149365,Sat Apr 18 08:16:37 PDT 2009,NO_QUERY,cheerdancer,@R0YCE  hey royce   had a blast!  just got home from gymnastics training bou u? 
0,2053780063,Sat Jun 06 05:40:39 PDT 2009,NO_QUERY,ChrisEvr,"For no apparent reason, my wrists hurt today. "
0,2189348724,Mon Jun 15 23:49:46 PDT 2009,NO_QUERY,erinschmidt,@numberchic me thinks it's just the pain from holding in my poop. 
0,2190287844,Tue Jun 16 02:17:55 PDT 2009,NO_QUERY,so_zwitschert,@Dailanche Ah. That... 
4,1692924885,Sun May 03 21:06:51 PDT 2009,NO_QUERY,kimnthugg,im sippin on som'n 4 ya. I know u gon do yo thang tonight. Have a good show-!!!!!! 
0,2229090002,Thu Jun 18 15:16:10 PDT 2009,NO_QUERY,nighttime_lies,@etoileenleciel I'm soooo pissed that they're predicting rain for prom night 
0,1975863835,Sat May 30 16:04:03 PDT 2009,NO_QUERY,missmei,@Rocmoney 
0,2199900149,Tue Jun 16 18:09:39 PDT 2009,NO_QUERY,ShawnEP,so my dog's gums are yellow which indicates liver failure or something. i hate that my brother hasnt been helping 
4,1677504091,Sat May 02 02:25:57 PDT 2009,NO_QUERY,Jimmy_Saunders,"Morning everyone, had a very late night last night, so just up "
0,2255051243,Sat Jun 20 10:41:11 PDT 2009,NO_QUERY,_Tye_,i feel lik ur trynna make us feel guilty!  @sweetaddictions
4,1679042582,Sat May 02 08:23:33 PDT 2009,NO_QUERY,ash_CT,@hasina_za I can picture the look on my moms face if I came home with one of those uber cool geek lounges 
4,1692411283,Sun May 03 19:56:23 PDT 2009,NO_QUERY,roseangeli,@joeymcintyre glad to see you back on the world of twitter.  I missed you. 
0,2259357654,Sat Jun 20 17:26:49 PDT 2009,NO_QUERY,californiabaer,"I lost my keys  trying to find them will be a hassle, my room is hellllla dirty"
0,2254711992,Sat Jun 20 10:10:07 PDT 2009,NO_QUERY,JenRog36,helping fajah pack for england. wish i was going 
0,2236922215,Fri Jun 19 04:49:40 PDT 2009,NO_QUERY,farrawr,working 9-4:30 movie gallery and 5-10 photolaabb 
0,1556891617,Sun Apr 19 00:52:09 PDT 2009,NO_QUERY,Liana111,:| It just randomly got so dark and now it's raining. Weirdd. Winters on the way  
0,2049409618,Fri Jun 05 16:49:53 PDT 2009,NO_QUERY,Scamtypes,"@saronti Yep, women have it much easier then men "
0,1973804990,Sat May 30 11:52:08 PDT 2009,NO_QUERY,pynkpanther805,BBQ and goodbyes 
0,2054948429,Sat Jun 06 08:24:12 PDT 2009,NO_QUERY,askseesmic,@stinson  sorry to hear
4,1556117693,Sat Apr 18 21:42:16 PDT 2009,NO_QUERY,judez_xo,@TeearnSTACK sure did 
0,2215253070,Wed Jun 17 17:53:17 PDT 2009,NO_QUERY,msVeracity,@Rhispect ohhh. 
4,1468324568,Tue Apr 07 00:59:00 PDT 2009,NO_QUERY,raatz,Checking out some Larry David was nice. And NCAA &amp; MLB highlights were OK. But commercials quickly became annoying. Podcasts are the way. 
0,1685965250,Sun May 03 03:01:37 PDT 2009,NO_QUERY,sarahpenrose,I've lost @mrsmulwray to her new toy. Who will make me cups of tea on demand now?! 
0,2328611830,Thu Jun 25 09:47:22 PDT 2009,NO_QUERY,rlich8,@emstar666 It was for a little! I was doing free latte Mondays a few weeks in a row  how's NYC!?
4,1558563266,Sun Apr 19 08:45:18 PDT 2009,NO_QUERY,Pepperfire,"@karasorensen @missroboto I turn three cards, then reduce their meaning to 140 characters. Hence a tarot twreading. "
0,2229979831,Thu Jun 18 16:28:30 PDT 2009,NO_QUERY,papalotl,@xiuhcoatlsf yeah but who encouraged you to go over there? I'm a bad influence... 
0,2241032319,Fri Jun 19 10:27:34 PDT 2009,NO_QUERY,_LiZz,ugh its gunna be another one of those monsoon summers 
0,1977633832,Sat May 30 21:22:15 PDT 2009,NO_QUERY,xxKrissy,"@mileycyrus awwe, are you okay? what happened? "
0,1676615026,Fri May 01 22:35:38 PDT 2009,NO_QUERY,Siouxsinner,@glamtweet your missing me  Can I be added plez.
0,2200382315,Tue Jun 16 18:49:24 PDT 2009,NO_QUERY,noelleelisabeth,ms pacman is so hard on a computer 
0,2249045934,Fri Jun 19 21:37:31 PDT 2009,NO_QUERY,stripedhours,screwww holiday homeeworkkk. 
0,2201392803,Tue Jun 16 20:12:42 PDT 2009,NO_QUERY,no1lefthere,Wanted to get a pool for the boys...everyone was sold out 
0,2329061095,Thu Jun 25 10:18:14 PDT 2009,NO_QUERY,karida_nfc,@knitplaywithfir you can have the felted tweed.  and maybe some other stuff too.  keep the bulky.  i am not allowed more yarn right now 
0,2177814786,Mon Jun 15 06:44:49 PDT 2009,NO_QUERY,sheldonfinlay,Speaker lineup changed for next week's AEA Boston. No @meyerweb  http://aneventapart.com/2009/boston/ #aea09
0,2003128396,Tue Jun 02 05:56:14 PDT 2009,NO_QUERY,neo_sigsiu_net,I love Zend Studio f. Eclipse (as the whole Eclipse too).  The RSE SSH plugin simply does not work and kills the IDE. 
0,1677977410,Sat May 02 04:57:20 PDT 2009,NO_QUERY,victoriaryan,i hate my job. im going job hunting after work... anything is better than this 
0,2223868663,Thu Jun 18 08:48:38 PDT 2009,NO_QUERY,WaDuRosario,&quot;Hurt&quot; by Christina Aguilera is dedicated to my grandpa that passed away a few years ago.  Never got to meet him...
0,1966501099,Fri May 29 17:53:00 PDT 2009,NO_QUERY,jaycobster,@soountm dude sounds boring 
0,1676952825,Fri May 01 23:50:54 PDT 2009,NO_QUERY,firioo,No water.. Our building sucks big time.. 
4,1823600518,Sat May 16 22:25:16 PDT 2009,NO_QUERY,SayRay300,Good night everyone 
0,2001339608,Tue Jun 02 00:33:54 PDT 2009,NO_QUERY,First_lady22,@ItsDely yeas 
4,1555987563,Sat Apr 18 21:17:15 PDT 2009,NO_QUERY,mafeanzola,@ThePISTOL  yaaay im glad you had a really nice dayy... see you august 19th  lovee you &lt;3
0,2288556872,Mon Jun 22 19:18:55 PDT 2009,NO_QUERY,LadyShida,man my friend had a heartattack.he so young.keeps him in yalls prayers 
0,2178363492,Mon Jun 15 07:35:31 PDT 2009,NO_QUERY,kimberlina9475,Back to work....Monday mornin 
0,1992044634,Mon Jun 01 08:06:17 PDT 2009,NO_QUERY,chbolton,Any good remedies for mosquito bites? Got some nasty ones over the weekend. Want to scratch my leg off. 
0,2265460979,Sun Jun 21 06:37:59 PDT 2009,NO_QUERY,SavingFaith,Electricity is seriously fucked up. no air conditioning. no internet. need to spend day cleaning for electrician. 
4,1696088157,Mon May 04 07:35:08 PDT 2009,NO_QUERY,catcatherino,why me? i am about to read another ecology book for two hours. its all good fun today 
0,2061800916,Sat Jun 06 21:38:45 PDT 2009,NO_QUERY,chloedog13,"had fun tonight, but I don't want to wake up in 4.5 hours.  Guess I'll go to sleep now."
0,1792840035,Thu May 14 00:25:36 PDT 2009,NO_QUERY,thatiusstatic,@Galiiit ahhaha so will i XD not that i have a camera to take a pic of it 
0,2052675805,Sat Jun 06 01:35:28 PDT 2009,NO_QUERY,serenaisis,"@whipouturnadz i get sad every time i watch it  also, can i have all 200?  i will buy you ice cream and protect you from magic kingdom!"
4,1754601238,Sun May 10 06:48:50 PDT 2009,NO_QUERY,alexamariee,happy mother's day 
4,1557002121,Sun Apr 19 01:28:17 PDT 2009,NO_QUERY,hughnewman,@_tonia I enjoy giving compliments. You make it easy to do 
0,2213963693,Wed Jun 17 16:04:52 PDT 2009,NO_QUERY,xkate1410x,@jennimiller76 oh so its not in england thn  i got my hopes up for nothing 
0,2219034242,Wed Jun 17 23:39:23 PDT 2009,NO_QUERY,liiiiindaaa,no one's ever downnnn  
0,1963605929,Fri May 29 12:58:47 PDT 2009,NO_QUERY,carineybean,ugh i need a job but no one is hiring 
0,2066500814,Sun Jun 07 10:38:20 PDT 2009,NO_QUERY,happy_pills,@mynameisJU hehe ya. alamak no la beb i'm not  nvm i come visiting u there la i heard can watch movies n class n all
0,2255766892,Sat Jun 20 11:45:27 PDT 2009,NO_QUERY,judilynnfudge,omg im so excited about tonight i get to see jonas brothers concerts 2 nights in a row. i cant believe i saw kevin and danielle 
4,1677596488,Sat May 02 02:56:57 PDT 2009,NO_QUERY,eBeth,@Nabaishko They'll learn eventually... Or not.  More room in the cool spectrum for us if they don't! 
0,1970032192,Sat May 30 02:10:32 PDT 2009,NO_QUERY,BoringBoo,"#asylm I never knew there was a Supernatural convention, I might have gone "
0,2258059879,Sat Jun 20 15:19:28 PDT 2009,NO_QUERY,natparron,"I know, I know... "
0,1961964963,Fri May 29 10:18:51 PDT 2009,NO_QUERY,ClakyDruott,@southern_storm lucky! I'm still working for another 4 hours! 
0,2262573024,Sat Jun 20 22:46:58 PDT 2009,NO_QUERY,hummiemd,"Oh, there was only one season of Ouran High School Host Club  I want to watch more episodes ;_;"
0,1981215907,Sun May 31 08:40:40 PDT 2009,NO_QUERY,xtoatsmagoatsx,@whowatcheswho I'm in what hell on earth would be like lol I'm literally dripping of sweat  got the gaga on tho so not all is lost
0,1686429906,Sun May 03 05:23:56 PDT 2009,NO_QUERY,chris_wong98,Back to Mukah~~~ tomorros is working day.  No more happy holiday 
4,1835579038,Mon May 18 06:18:26 PDT 2009,NO_QUERY,TwitJobsCreativ,Sign up to our monthly newsletter and keep up to date with all the cool things happening at TwitJobs UK http://twitjobs.co.uk   
0,2014470142,Wed Jun 03 01:38:15 PDT 2009,NO_QUERY,bderenorcaine,just came back from ameeting with my thesis advisor. forgot about half of the stuff we talked about last time. epic FAIL 
0,1680806505,Sat May 02 12:32:23 PDT 2009,NO_QUERY,Krrristyyy,Myspace is being mean. it wont let me edit my profile 
0,1962697179,Fri May 29 11:29:11 PDT 2009,NO_QUERY,Beejing,Just lost respect to someone. 
0,2204408895,Wed Jun 17 02:08:25 PDT 2009,NO_QUERY,bitBrit,"Just woke up. So hot and tired, sore throat too "
4,1553493155,Sat Apr 18 14:25:00 PDT 2009,NO_QUERY,jusbeachin,"@MortgageGirl Yumm!  I just ate a hersheys bar, too.  My daughter bought it for me--almonds would have made it more perfect.  "
4,1881554829,Fri May 22 04:58:43 PDT 2009,NO_QUERY,danwebbage,"@GirlsWithWings I packed both black and brown, will decided the night I need it! "
0,2184217437,Mon Jun 15 15:35:23 PDT 2009,NO_QUERY,bengreenslade,@thenxtchapter SORRY!!!!!!!!!!  Blame Orange lol
0,1553983381,Sat Apr 18 15:44:56 PDT 2009,NO_QUERY,terrymyers,@crackbarbie No twit pic of you in the prom dress? 
4,1754996411,Sun May 10 07:58:51 PDT 2009,NO_QUERY,theusbecker,"@adanicol I also speak 4 languages, well, I try to... n-e-way... going to help my mom cook lunch! it's mom's day! gotta do it! "
0,2248372823,Fri Jun 19 20:31:13 PDT 2009,NO_QUERY,iamNiicky,@DJ_Fresh Like a zillion tylenols lol 
0,2213475645,Wed Jun 17 15:25:27 PDT 2009,NO_QUERY,baneen,"@Nicers and weird, your reply didnt come up in the Rogue replies again, twitter doesnt like us "
0,2322821446,Wed Jun 24 23:20:31 PDT 2009,NO_QUERY,kleigh21,ok so today my kestrels graduated! Always bitter sweet when you have to say good bye to students that you've taught all year long. 
0,1975253458,Sat May 30 14:46:12 PDT 2009,NO_QUERY,sammiepecore,Trying to get someone to go see Drag Me to Hell with me tomorrow cause josh wont go  any takers?
0,2214341206,Wed Jun 17 16:36:20 PDT 2009,NO_QUERY,Sha_Ron,"No compass? Damn, I guess the updated hardware/firmware DOES kick a lil more ass. "
4,1565876826,Mon Apr 20 07:44:53 PDT 2009,NO_QUERY,SweetAnalysis,Good morning all! Yet another beautiful day. Take some time out to tell someone what you're greatful for today...or tell me  Blessings!
4,1687247249,Sun May 03 08:10:45 PDT 2009,NO_QUERY,yodude91,"NBA Playoffs ATS Record (24-18-1) Saturday Picks Atlanta Hawks -5.5 over Miami Heat, Denver Nuggets -6 over Dallas Mavericks BOL "
0,2295946371,Tue Jun 23 08:34:30 PDT 2009,NO_QUERY,NatiKuhnNews,@TravisParrott I can't post a comment on the video!  How come?
0,1986039729,Sun May 31 18:13:33 PDT 2009,NO_QUERY,prasannathani,I've had 6 cups of coffee today... this can't be healthy  help?
4,1827594056,Sun May 17 11:02:25 PDT 2009,NO_QUERY,matvenne,@epicpetwars ADD me to your posse  NZKZKL #epicpetwars
0,2262806381,Sat Jun 20 23:16:29 PDT 2009,NO_QUERY,willyb311,Heading home - church starts in 8 hours 
